query,name,site,type,subtypes,category,phone,full_address,borough,street,city,postal_code,state,us_state,country,country_code,latitude,longitude,time_zone,plus_code,area_service,rating,reviews,reviews_link,reviews_tags,reviews_per_score,reviews_per_score_1,reviews_per_score_2,reviews_per_score_3,reviews_per_score_4,reviews_per_score_5,photos_count,photo,street_view,located_in,working_hours,working_hours_old_format,other_hours,popular_times,business_status,about,range,posts,logo,description,verified,owner_id,owner_title,owner_link,reservation_links,booking_appointment_link,menu_link,order_links,location_link,place_id,google_id,cid,reviews_id,located_google_id, telegram_username
"car service, Kuala Lumpur, Kuala Lumpur, Malaysia",TNB Jabatan Fleet Management,,Auto repair shop,Auto repair shop,Auto repair shop,+60 3-2296 4808,"129, Jalan Bangsar, Bangsar, 59200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",Bangsar,"129, Jalan Bangsar",Kuala Lumpur,59200,Federal Territory of Kuala Lumpur,,Malaysia,MY,3.1205042,101.6726045,Asia/Kuala_Lumpur,,FALSE,4.6,18,"https://search.google.com/local/reviews?placeid=ChIJcYRxW15JzDERkoKat9OWSwU&q=car+service,+Kuala+Lumpur,+Kuala+Lumpur,+Malaysia&authuser=0&hl=en&gl=MY",,"{""1"": 0, ""2"": 1, ""3"": 1, ""4"": 3, ""5"": 13}",0,1,1,3,13,17,https://lh5.googleusercontent.com/p/AF1QipOWNv-nJJyrcewWUQoXp9Zv0AuBuEc-o_2ZFpfR=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOWNv-nJJyrcewWUQoXp9Zv0AuBuEc-o_2ZFpfR=w1600-h1000-k-no,,"{""Monday"": ""8 am-5 pm"", ""Tuesday"": ""8 am-5 pm"", ""Wednesday"": ""8 am-5 pm"", ""Thursday"": ""8 am-5 pm"", ""Friday"": ""8 am-5 pm"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",Monday: 8 am-5 pm | Tuesday: 8 am-5 pm | Wednesday: 8 am-5 pm | Thursday: 8 am-5 pm | Friday: 8 am-5 pm | Saturday: Closed | Sunday: Closed,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Amenities"": {""Toilets"": true}}",,,,,FALSE,None,TNB Jabatan Fleet Management,,,,,,"https://www.google.com/maps/place/TNB+Jabatan+Fleet+Management/@3.1205042,101.67260449999999,14z/data=!4m8!1m2!2m1!1sTNB+Jabatan+Fleet+Management!3m4!1s0x31cc495e5b718471:0x54b96d3b79a8292!8m2!3d3.1205042!4d101.67260449999999",ChIJcYRxW15JzDERkoKat9OWSwU,0x31cc495e5b718471:0x54b96d3b79a8292,381564429505561234,381564429505561234,,
"car service, Kuala Lumpur, Kuala Lumpur, Malaysia",Ssf Auto Service,,Auto repair shop,Auto repair shop,Auto repair shop,+60 3-7982 9876,"Al01, Jalan Tuanku Dua, Salak South Garden, Kuala Lumpur, 57100, Kuala Lumpur, WP Kuala Lumpur, 57100",Taman Salak Selatan,"Al01, Jalan Tuanku Dua, Salak South Garden, Kuala Lumpur, 57100, Kuala Lumpur, WP Kuala Lumpur",Kuala Lumpur,57100,Federal Territory of Kuala Lumpur,,Malaysia,MY,3.0833301,101.6964225,Asia/Kuala_Lumpur,,FALSE,4.2,6,"https://search.google.com/local/reviews?placeid=ChIJW6guGnBKzDER4yHKt6N_9-E&q=car+service,+Kuala+Lumpur,+Kuala+Lumpur,+Malaysia&authuser=0&hl=en&gl=MY",,"{""1"": 1, ""2"": 0, ""3"": 0, ""4"": 1, ""5"": 4}",1,0,0,1,4,1,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tEFILuqslO98YyZCXHx8GQ&cb_client=search.gws-prod.gps&w=800&h=500&yaw=239.92616&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tEFILuqslO98YyZCXHx8GQ&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=239.92616&pitch=0&thumbfov=100,,"{""Monday"": ""9 am-7 pm"", ""Tuesday"": ""9 am-7 pm"", ""Wednesday"": ""9 am-7 pm"", ""Thursday"": ""9 am-7 pm"", ""Friday"": ""9 am-7 pm"", ""Saturday"": ""9 am-7 pm"", ""Sunday"": ""Closed""}",Monday: 9 am-7 pm | Tuesday: 9 am-7 pm | Wednesday: 9 am-7 pm | Thursday: 9 am-7 pm | Friday: 9 am-7 pm | Saturday: 9 am-7 pm | Sunday: Closed,,,OPERATIONAL,"{""Amenities"": {""Mechanic"": true}, ""Payments"": {""Debit cards"": true, ""NFC mobile payments"": true, ""Credit cards"": true}}",,,,,FALSE,None,Ssf Auto Service,,,,,,"https://www.google.com/maps/place/Ssf+Auto+Service/@3.0833301,101.6964225,14z/data=!4m8!1m2!2m1!1sSsf+Auto+Service!3m4!1s0x31cc4a701a2ea85b:0xe1f77fa3b7ca21e3!8m2!3d3.0833301!4d101.6964225",ChIJW6guGnBKzDER4yHKt6N_9-E,0x31cc4a701a2ea85b:0xe1f77fa3b7ca21e3,16282623318921191907,-2164120754788359709,,
"car service, Kuala Lumpur, Kuala Lumpur, Malaysia",Minigarage auto service,http://fb.me/minigarageauto,Auto repair shop,Auto repair shop,Auto repair shop,+60 16-621 2016,"Selatan, 920, Jalan 38, Salak, Kampung Baru Salak Selatan, 57100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",Kampung Baru Salak Selatan,"Selatan, 920, Jalan 38, Salak",Kuala Lumpur,57100,Federal Territory of Kuala Lumpur,,Malaysia,MY,3.0858137,101.6984019,Asia/Kuala_Lumpur,,FALSE,5,5,"https://search.google.com/local/reviews?placeid=ChIJD_5Cx8Y1zDER_sOxduvRcoA&q=car+service,+Kuala+Lumpur,+Kuala+Lumpur,+Malaysia&authuser=0&hl=en&gl=MY",,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 5}",0,0,0,0,5,463,https://lh5.googleusercontent.com/p/AF1QipOhYiShdh2da-ZuUkMhay-I4NyiH_7EbCOr7jg=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOhYiShdh2da-ZuUkMhay-I4NyiH_7EbCOr7jg=w1600-h1000-k-no,,"{""Monday"": ""9 am-6 pm"", ""Tuesday"": ""9 am-6 pm"", ""Wednesday"": ""9 am-6 pm"", ""Thursday"": ""9 am-6 pm"", ""Friday"": ""9 am-6 pm"", ""Saturday"": ""9 am-6 pm"", ""Sunday"": ""Closed""}",Monday: 9 am-6 pm | Tuesday: 9 am-6 pm | Wednesday: 9 am-6 pm | Thursday: 9 am-6 pm | Friday: 9 am-6 pm | Saturday: 9 am-6 pm | Sunday: Closed,,,OPERATIONAL,{},,,https://lh3.googleusercontent.com/-Q1g47pL7i7s/AAAAAAAAAAI/AAAAAAAAAAA/eBEHOgEVOEk/s44-p-k-no-ns-nd/photo.jpg,,TRUE,116529135197045543469,Minigarage auto service,https://www.google.com/maps/contrib/116529135197045543469,,,,,"https://www.google.com/maps/place/Minigarage+auto+service/@3.0858136999999997,101.6984019,14z/data=!4m8!1m2!2m1!1sMinigarage+auto+service!3m4!1s0x31cc35c6c742fe0f:0x8072d1eb76b1c3fe!8m2!3d3.0858136999999997!4d101.6984019",ChIJD_5Cx8Y1zDER_sOxduvRcoA,0x31cc35c6c742fe0f:0x8072d1eb76b1c3fe,9255690993438671870,-9191053080270879746,,
"car service, Kuala Lumpur, Kuala Lumpur, Malaysia",WP Auto Car Care,,Auto repair shop,Auto repair shop,Auto repair shop,+60 12-264 3883,"1, Jalan 4/89b, Kawasan Perindustrian Trisegi, 57100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",Kawasan Perindustrian Trisegi,"1, Jalan 4/89b",Kuala Lumpur,57100,Federal Territory of Kuala Lumpur,,Malaysia,MY,3.1117623,101.7109203,Asia/Kuala_Lumpur,,FALSE,4.8,6,"https://search.google.com/local/reviews?placeid=ChIJ6ZbYI_41zDERSFtZ2cdtEJQ&q=car+service,+Kuala+Lumpur,+Kuala+Lumpur,+Malaysia&authuser=0&hl=en&gl=MY",,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 1, ""5"": 5}",0,0,0,1,5,8,https://lh5.googleusercontent.com/p/AF1QipNFi8_psoXFFMB0niOOgBqI4UMOo4Bdjbn7KFgm=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipNFi8_psoXFFMB0niOOgBqI4UMOo4Bdjbn7KFgm=w1600-h1000-k-no,,"{""Monday"": ""9:30 am-7 pm"", ""Tuesday"": ""9:30 am-7 pm"", ""Wednesday"": ""9:30 am-7 pm"", ""Thursday"": ""9:30 am-7 pm"", ""Friday"": ""9:30 am-7 pm"", ""Saturday"": ""9:30 am-7 pm"", ""Sunday"": ""Closed""}",Monday: 9:30 am-7 pm | Tuesday: 9:30 am-7 pm | Wednesday: 9:30 am-7 pm | Thursday: 9:30 am-7 pm | Friday: 9:30 am-7 pm | Saturday: 9:30 am-7 pm | Sunday: Closed,,,OPERATIONAL,{},,,,,FALSE,None,WP Auto Car Care,,,,,,"https://www.google.com/maps/place/WP+Auto+Car+Care/@3.1117622999999996,101.7109203,14z/data=!4m8!1m2!2m1!1sWP+Auto+Car+Care!3m4!1s0x31cc35fe23d896e9:0x94106dc7d9595b48!8m2!3d3.1117622999999996!4d101.7109203",ChIJ6ZbYI_41zDERSFtZ2cdtEJQ,0x31cc35fe23d896e9:0x94106dc7d9595b48,10669148222353136456,-7777595851356415160,,
"car service, Kuala Lumpur, Kuala Lumpur, Malaysia",TC Auto Tooling Sdn Bhd,http://www.tcat.com.my/,Auto repair shop,Auto repair shop,Auto repair shop,+60 3-6252 6576,"249 Jalan Segambut, Kuala Lumpur, 51200, Kuala Lumpur, WP Kuala Lumpur, 51200",Kawasan Perusahaan Segambut,"249 Jalan Segambut, Kuala Lumpur, 51200, Kuala Lumpur, WP Kuala Lumpur",Kuala Lumpur,51200,Federal Territory of Kuala Lumpur,,Malaysia,MY,3.183766,101.6735614,Asia/Kuala_Lumpur,,FALSE,3.9,34,"https://search.google.com/local/reviews?placeid=ChIJTWCar3FIzDERnuTI4tlvRcM&q=car+service,+Kuala+Lumpur,+Kuala+Lumpur,+Malaysia&authuser=0&hl=en&gl=MY",,"{""1"": 2, ""2"": 3, ""3"": 10, ""4"": 1, ""5"": 18}",2,3,10,1,18,23,https://lh5.googleusercontent.com/p/AF1QipMAHHn6PF_l18AYiUSbUieFXXRD3sXJZqjNuHf_=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMAHHn6PF_l18AYiUSbUieFXXRD3sXJZqjNuHf_=w1600-h1000-k-no,,"{""Monday"": ""8 am-5:45 pm"", ""Tuesday"": ""8 am-5:45 pm"", ""Wednesday"": ""8 am-5:45 pm"", ""Thursday"": ""8 am-5:45 pm"", ""Friday"": ""8 am-5:45 pm"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",Monday: 8 am-5:45 pm | Tuesday: 8 am-5:45 pm | Wednesday: 8 am-5:45 pm | Thursday: 8 am-5:45 pm | Friday: 8 am-5:45 pm | Saturday: Closed | Sunday: Closed,,,OPERATIONAL,"{""Amenities"": {""Toilets"": true}}",,,,,FALSE,None,TC Auto Tooling Sdn Bhd,,,,,,"https://www.google.com/maps/place/TC+Auto+Tooling+Sdn+Bhd/@3.183766,101.6735614,14z/data=!4m8!1m2!2m1!1sTC+Auto+Tooling+Sdn+Bhd!3m4!1s0x31cc4871af9a604d:0xc3456fd9e2c8e49e!8m2!3d3.183766!4d101.6735614",ChIJTWCar3FIzDERnuTI4tlvRcM,0x31cc4871af9a604d:0xc3456fd9e2c8e49e,14070775592392385694,-4375968481317165922,,
"car service, Kuala Lumpur, Kuala Lumpur, Malaysia",Loke Yew Auto Windscreen Specialist,https://repairwindscreen.com.my/,Auto glass shop,Auto glass shop,Auto glass shop,+60 12-653 7624,"80, Jln Loke Yew, Pudu, 55200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",Pudu,"80, Jln Loke Yew",Kuala Lumpur,55200,Federal Territory of Kuala Lumpur,,Malaysia,MY,3.1303075,101.7097367,Asia/Kuala_Lumpur,,FALSE,4.3,72,"https://search.google.com/local/reviews?placeid=ChIJySZDnB82zDERpotYjmWQyKA&q=car+service,+Kuala+Lumpur,+Kuala+Lumpur,+Malaysia&authuser=0&hl=en&gl=MY",,"{""1"": 2, ""2"": 1, ""3"": 12, ""4"": 12, ""5"": 45}",2,1,12,12,45,1252,https://lh5.googleusercontent.com/p/AF1QipPdxwIA4ataepv7QnBtg6Y2H3CkpKDq6fp-OmI=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPdxwIA4ataepv7QnBtg6Y2H3CkpKDq6fp-OmI=w1600-h1000-k-no,,"{""Monday"": ""9:30 am-6 pm"", ""Tuesday"": ""9:30 am-6 pm"", ""Wednesday"": ""9:30 am-6 pm"", ""Thursday"": ""9:30 am-6 pm"", ""Friday"": ""9:30 am-6 pm"", ""Saturday"": ""9:30 am-4:30 pm"", ""Sunday"": ""Closed""}",Monday: 9:30 am-6 pm | Tuesday: 9:30 am-6 pm | Wednesday: 9:30 am-6 pm | Thursday: 9:30 am-6 pm | Friday: 9:30 am-6 pm | Saturday: 9:30 am-4:30 pm | Sunday: Closed,,,OPERATIONAL,"{""Service options"": {""Online estimates"": true, ""On-site services"": true}, ""Amenities"": {""Toilets"": true}}",,,https://lh5.googleusercontent.com/-ox6WZhbZlbc/AAAAAAAAAAI/AAAAAAAAAAA/tR152D63Izg/s44-p-k-no-ns-nd/photo.jpg,,TRUE,101178346285082295650,Loke Yew Auto Windscreen Specialist,https://www.google.com/maps/contrib/101178346285082295650,,,,,"https://www.google.com/maps/place/Loke+Yew+Auto+Windscreen+Specialist/@3.1303075,101.7097367,14z/data=!4m8!1m2!2m1!1sLoke+Yew+Auto+Windscreen+Specialist!3m4!1s0x31cc361f9c4326c9:0xa0c890658e588ba6!8m2!3d3.1303075!4d101.7097367",ChIJySZDnB82zDERpotYjmWQyKA,0x31cc361f9c4326c9:0xa0c890658e588ba6,11585668807264865190,-6861075266444686426,,
"car service, Kuala Lumpur, Kuala Lumpur, Malaysia",Kfm Auto Service,,Car repair and maintenance service,Car repair and maintenance service,Car repair and maintenance service,+60 16-335 7597,"15, off, Jalan Tepian Loke Yew, 55200 Kuala Lumpur",Pudu,"15, off, Jalan Tepian Loke Yew",Kuala Lumpur,55200,Federal Territory of Kuala Lumpur,,Malaysia,MY,3.1282494,101.7109718,Asia/Kuala_Lumpur,,FALSE,5,12,"https://search.google.com/local/reviews?placeid=ChIJ2__UQU03zDERK2yLrt-x0ic&q=car+service,+Kuala+Lumpur,+Kuala+Lumpur,+Malaysia&authuser=0&hl=en&gl=MY",,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 12}",0,0,0,0,12,2,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NtEuf1i-AbScajefSZu1bw&cb_client=search.gws-prod.gps&w=800&h=500&yaw=273.5002&pitch=0&thumbfov=100,https://lh5.googleusercontent.com/p/AF1QipMO1L4Wcqd6drem5Rfket04VhfyBi6MdiRpPaXd=w1600-h1000-k-no,,"{""Monday"": ""9 am-7 pm"", ""Tuesday"": ""9 am-7 pm"", ""Wednesday"": ""9 am-7 pm"", ""Thursday"": ""9 am-7 pm"", ""Friday"": ""9 am-7 pm"", ""Saturday"": ""9 am-7 pm"", ""Sunday"": ""Closed""}",Monday: 9 am-7 pm | Tuesday: 9 am-7 pm | Wednesday: 9 am-7 pm | Thursday: 9 am-7 pm | Friday: 9 am-7 pm | Saturday: 9 am-7 pm | Sunday: Closed,,,OPERATIONAL,{},,,https://lh3.googleusercontent.com/-uMPRSvxtN0s/AAAAAAAAAAI/AAAAAAAAAAA/NXvlV0BVuSU/s44-p-k-no-ns-nd/photo.jpg,,TRUE,101490185710184016146,Kfm Auto Service,https://www.google.com/maps/contrib/101490185710184016146,,,,,"https://www.google.com/maps/place/Kfm+Auto+Service/@3.1282494,101.7109718,14z/data=!4m8!1m2!2m1!1sKfm+Auto+Service!3m4!1s0x31cc374d41d4ffdb:0x27d2b1dfae8b6c2b!8m2!3d3.1282494!4d101.7109718",ChIJ2__UQU03zDERK2yLrt-x0ic,0x31cc374d41d4ffdb:0x27d2b1dfae8b6c2b,2869551486852623403,2869551486852623403,,
"car service, Kuala Lumpur, Kuala Lumpur, Malaysia",Castrol Auto Service Workshop - KSD Auto Service (4-Star Certified Workshop),http://www.castrol.com/en_my/malaysia/services/castrol-auto-service/certified-castrol-auto-service.html,Chauffeur service,"Chauffeur service, Car repair and maintenance service, Oil change service, Car wash, Tire shop, Towing service, Wheel alignment service",Oil change service,+60 3-2856 9856,"C-0, 3, Jalan 1/38a, Segambut Bahagia, 51200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",Segambut Bahagia,"C-0, 3, Jalan 1/38a",Kuala Lumpur,51200,Federal Territory of Kuala Lumpur,,Malaysia,MY,3.1860249,101.6559579,Asia/Kuala_Lumpur,,FALSE,4.5,16,"https://search.google.com/local/reviews?placeid=ChIJmdkpbIFIzDER4P99FX3Pc3o&q=car+service,+Kuala+Lumpur,+Kuala+Lumpur,+Malaysia&authuser=0&hl=en&gl=MY",,"{""1"": 0, ""2"": 0, ""3"": 3, ""4"": 2, ""5"": 11}",0,0,3,2,11,13,https://lh5.googleusercontent.com/p/AF1QipO4e7uCp-gYwkppgeuOTojZY_97zQ7m5oPFtftX=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipO4e7uCp-gYwkppgeuOTojZY_97zQ7m5oPFtftX=w1600-h1000-k-no,,"{""Monday"": ""9 am-7 pm"", ""Tuesday"": ""9 am-7 pm"", ""Wednesday"": ""9 am-7 pm"", ""Thursday"": ""9 am-7 pm"", ""Friday"": ""9 am-7 pm"", ""Saturday"": ""9 am-7 pm"", ""Sunday"": ""Closed""}",Monday: 9 am-7 pm | Tuesday: 9 am-7 pm | Wednesday: 9 am-7 pm | Thursday: 9 am-7 pm | Friday: 9 am-7 pm | Saturday: 9 am-7 pm | Sunday: Closed,,,OPERATIONAL,{},,,https://lh6.googleusercontent.com/-n07fYKRlWvk/AAAAAAAAAAI/AAAAAAAAAAA/unQ0O6yKBPE/s44-p-k-no-ns-nd/photo.jpg,,TRUE,108057025924675084155,Castrol Auto Service Workshop - KSD Auto Service,https://www.google.com/maps/contrib/108057025924675084155,,,,,"https://www.google.com/maps/place/Castrol+Auto+Service+Workshop+-+KSD+Auto+Service+%284-Star+Certified+Workshop%29/@3.1860249,101.65595789999999,14z/data=!4m8!1m2!2m1!1sCastrol+Auto+Service+Workshop+-+KSD+Auto+Service+%284-Star+Certified+Workshop%29!3m4!1s0x31cc48816c29d999:0x7a73cf7d157dffe0!8m2!3d3.1860249!4d101.65595789999999",ChIJmdkpbIFIzDER4P99FX3Pc3o,0x31cc48816c29d999:0x7a73cf7d157dffe0,8823624231087374304,8823624231087374304,,
"car service, Kuala Lumpur, Kuala Lumpur, Malaysia",V & P Auto Car Services,,Car repair and maintenance service,Car repair and maintenance service,Car repair and maintenance service,+60 12-920 3331,"No.A-0-8,Tulin 28, No.1, Jalan Riang Ria 8, Happy Garden, 58200 Kuala Lumpur, Federal Territory of Kuala Lumpur",Happy Garden,"No.A-0-8,Tulin 28, No.1, Jalan Riang Ria 8",Kuala Lumpur,58200,Federal Territory of Kuala Lumpur,,Malaysia,MY,3.0826231,101.6893721,Asia/Kuala_Lumpur,,FALSE,4.7,10,"https://search.google.com/local/reviews?placeid=ChIJjzTyH2hKzDERgBYKiu_75HU&q=car+service,+Kuala+Lumpur,+Kuala+Lumpur,+Malaysia&authuser=0&hl=en&gl=MY",,"{""1"": 0, ""2"": 1, ""3"": 0, ""4"": 0, ""5"": 9}",0,1,0,0,9,3,https://lh5.googleusercontent.com/p/AF1QipOLEBQo5QM-oASOLNF2eefAdpMAA7uQbuJ1M2g5=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOLEBQo5QM-oASOLNF2eefAdpMAA7uQbuJ1M2g5=w1600-h1000-k-no,,,,,,OPERATIONAL,{},,,,,FALSE,None,V & P Auto Car Services,,,,,,"https://www.google.com/maps/place/V+%26+P+Auto+Car+Services/@3.0826230999999997,101.6893721,14z/data=!4m8!1m2!2m1!1sV+%26+P+Auto+Car+Services!3m4!1s0x31cc4a681ff2348f:0x75e4fbef8a0a1680!8m2!3d3.0826230999999997!4d101.6893721",ChIJjzTyH2hKzDERgBYKiu_75HU,0x31cc4a681ff2348f:0x75e4fbef8a0a1680,8495191803359270528,8495191803359270528,,
"car service, Kuala Lumpur, Kuala Lumpur, Malaysia",Car City Service Centre,,Chauffeur service,"Chauffeur service, Auto repair shop, Car inspection station",Chauffeur service,+60 12-270 4083,"No18, Jalan 10/40, Taman Pusat Kepong, 52100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",Taman Pusat Kepong,"No18, Jalan 10/40",Kuala Lumpur,52100,Federal Territory of Kuala Lumpur,,Malaysia,MY,3.199932,101.655922,Asia/Kuala_Lumpur,,FALSE,4.7,6,"https://search.google.com/local/reviews?placeid=ChIJ7Seo4C1GzDERTc-tqWR5jlo&q=car+service,+Kuala+Lumpur,+Kuala+Lumpur,+Malaysia&authuser=0&hl=en&gl=MY",,"{""1"": 0, ""2"": 0, ""3"": 1, ""4"": 0, ""5"": 5}",0,0,1,0,5,1,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=alOgbhydz3clChIlfpAWCw&cb_client=search.gws-prod.gps&w=800&h=500&yaw=325.3958&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=alOgbhydz3clChIlfpAWCw&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=325.3958&pitch=0&thumbfov=100,,,,,,OPERATIONAL,{},,,,,FALSE,None,Car City Service Centre,,,,,,"https://www.google.com/maps/place/Car+City+Service+Centre/@3.199932,101.65592199999999,14z/data=!4m8!1m2!2m1!1sCar+City+Service+Centre!3m4!1s0x31cc462de0a827ed:0x5a8e7964a9adcf4d!8m2!3d3.199932!4d101.65592199999999",ChIJ7Seo4C1GzDERTc-tqWR5jlo,0x31cc462de0a827ed:0x5a8e7964a9adcf4d,6525286383356858189,6525286383356858189,,
"car service, Kuala Lumpur, Kuala Lumpur, Malaysia",Euro Plus Auto,,Auto repair shop,Auto repair shop,Auto repair shop,+60 3-9233 8433,"150, Jln Sungai Besi, Chan Sow Lin, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",Chan Sow Lin,"150, Jln Sungai Besi",Kuala Lumpur,55100,Federal Territory of Kuala Lumpur,,Malaysia,MY,3.1270112,101.7114849,Asia/Kuala_Lumpur,,FALSE,4.4,15,"https://search.google.com/local/reviews?placeid=ChIJy_UMsB42zDERGaEOFm3IRjs&q=car+service,+Kuala+Lumpur,+Kuala+Lumpur,+Malaysia&authuser=0&hl=en&gl=MY",,"{""1"": 0, ""2"": 0, ""3"": 2, ""4"": 5, ""5"": 8}",0,0,2,5,8,3,https://lh5.googleusercontent.com/p/AF1QipOQp5h64RGBwYRHuqnGfFtDkCUmC97hpVIiaGaa=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOQp5h64RGBwYRHuqnGfFtDkCUmC97hpVIiaGaa=w1600-h1000-k-no,,,,,,OPERATIONAL,"{""Amenities"": {""Mechanic"": true}, ""Payments"": {""Debit cards"": true, ""NFC mobile payments"": true, ""Credit cards"": true}}",,,,,FALSE,None,Euro Plus Auto,,,,,,"https://www.google.com/maps/place/Euro+Plus+Auto/@3.1270111999999997,101.7114849,14z/data=!4m8!1m2!2m1!1sEuro+Plus+Auto!3m4!1s0x31cc361eb00cf5cb:0x3b46c86d160ea119!8m2!3d3.1270111999999997!4d101.7114849",ChIJy_UMsB42zDERGaEOFm3IRjs,0x31cc361eb00cf5cb:0x3b46c86d160ea119,4271321667454542105,4271321667454542105,,
"car service, Kuala Lumpur, Kuala Lumpur, Malaysia",GoMechanic - Car Service & Mechanic Works KL,https://gomechanic.app.link/malaysia,Auto repair shop,Auto repair shop,Auto repair shop,+60 3-9212 1789,"Taman Kuchai 6 1/4 Miles Jalan Puchong WP, 58200 Kuala Lumpur, Federal Territory of Kuala Lumpur",Taman Lian Hoe,Taman Kuchai 6 1/4 Miles Jalan Puchong WP,Kuala Lumpur,58200,Federal Territory of Kuala Lumpur,,Malaysia,MY,3.0930467,101.6793291,Asia/Kuala_Lumpur,,FALSE,4.3,12,"https://search.google.com/local/reviews?placeid=ChIJVW5AggBLzDERmIO0L7LQPPI&q=car+service,+Kuala+Lumpur,+Kuala+Lumpur,+Malaysia&authuser=0&hl=en&gl=MY",,"{""1"": 2, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 10}",2,0,0,0,10,105,https://lh5.googleusercontent.com/p/AF1QipP4LrJr1t_fAJNW0vUA1er8WTs-jZ29oT6rGjLD=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipP4LrJr1t_fAJNW0vUA1er8WTs-jZ29oT6rGjLD=w1600-h1000-k-no,,"{""Monday"": ""8 am-8 pm"", ""Tuesday"": ""8 am-8 pm"", ""Wednesday"": ""8 am-8 pm"", ""Thursday"": ""8 am-8 pm"", ""Friday"": ""8 am-8 pm"", ""Saturday"": ""8 am-8 pm"", ""Sunday"": ""8 am-8 pm""}",Monday: 8 am-8 pm | Tuesday: 8 am-8 pm | Wednesday: 8 am-8 pm | Thursday: 8 am-8 pm | Friday: 8 am-8 pm | Saturday: 8 am-8 pm | Sunday: 8 am-8 pm,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Offerings"": {""Oil change"": true}, ""Amenities"": {""Mechanic"": true, ""Toilets"": true}, ""Planning"": {""Appointment required"": true}}",,,https://lh4.googleusercontent.com/-sQVwBSRxV9U/AAAAAAAAAAI/AAAAAAAAAAA/GIGWpjNjxjk/s44-p-k-no-ns-nd/photo.jpg,,TRUE,111034364131821787043,GoMechanic - Car Service & Mechanic Works KL,https://www.google.com/maps/contrib/111034364131821787043,,https://gomechanic.app.link/malaysia,,https://gomechanic.app.link/malaysia,"https://www.google.com/maps/place/GoMechanic+-+Car+Service+%26+Mechanic+Works+KL/@3.0930467,101.67932909999999,14z/data=!4m8!1m2!2m1!1sGoMechanic+-+Car+Service+%26+Mechanic+Works+KL!3m4!1s0x31cc4b0082406e55:0xf23cd0b22fb48398!8m2!3d3.0930467!4d101.67932909999999",ChIJVW5AggBLzDERmIO0L7LQPPI,0x31cc4b0082406e55:0xf23cd0b22fb48398,17455055719504315288,-991688354205236328,,
